Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|classYear
8796093024336|6150|2002
8796093024408|2211|2010
8796093026525|1976|2003
8796093028450|3014|2001
8796093029163|5268|2010
8796093030527|6435|2004
8796093030705|6150|2005
8796093032717|4517|2005
10995116278031|2834|2001
10995116278234|3010|2002
10995116279599|2205|2003
10995116279632|7895|2008
10995116283769|2210|2002
10995116288590|1972|2004
13194139534185|2674|2008
13194139536254|5190|2007
13194139536811|7899|2006
13194139537301|1958|2006
13194139537712|1959|2011
13194139539839|2429|2002
15393162788922|4998|2005
15393162789792|3012|2002
15393162794438|1962|2008
15393162798801|5042|2002
17592186046172|2831|2006
17592186046674|5039|2007
17592186048727|5045|2005
17592186048879|2205|2002
17592186049987|4991|2001
17592186053723|5268|2004
17592186053786|2440|2003
17592186054205|3012|2007
17592186054540|6390|2008
17592186054716|2209|2009
19791209303916|3010|2008
19791209306087|3015|2000
19791209307242|6805|2006
19791209309088|1844|2005
19791209309383|2208|2001
21990232555934|3006|2004
21990232559086|3011|2008
21990232560967|1989|2003
21990232562063|5941|2006
21990232563324|4513|2006
21990232563628|2205|2004
21990232565418|5982|2011
24189255811099|5804|2007
24189255812877|7897|1998
24189255813921|3008|2005
24189255814011|2214|2004
24189255815790|6494|2003
24189255818106|5150|2004
24189255819168|5038|2000
24189255820008|5504|2001
24189255820544|3585|2001
26388279072087|6201|2005
26388279073152|5269|2004
26388279073901|3009|2004
26388279075026|2210|2008
26388279075663|1600|2002
28587302323642|3008|2008
28587302324192|5525|2002
28587302327099|4749|2010
28587302331371|6310|2004
30786325581549|5522|2004
30786325581662|4510|2007
30786325584953|3014|2004
30786325587369|2206|2004
32985348833536|2697|2005
32985348834523|3008|2006
32985348842021|7894|2005
1148|2440|2007
3661|4991|2005
2199023258721|5524|2001
2199023259723|6376|1999
2199023260543|2206|2005
2199023261196|2210|1998
4398046513246|3006|2002
4398046519659|5522|2006
4398046521055|5979|2009
6597069772578|5987|2011
6597069772968|3010|2000
8796093022938|3007|2005
8796093023577|2829|2003
8796093027356|2180|2000
8796093029343|7899|2003
10995116278264|3015|2001
10995116280377|6667|2001
10995116282209|6334|2006
10995116283580|1613|2007
10995116284178|2211|2008
13194139533533|2212|1998
13194139535930|7894|2007
13194139538133|3006|2011
13194139540364|2211|2001
13194139540894|5268|2000
13194139541496|5153|2005
13194139543158|2832|2009
15393162794295|5040|2003
15393162794627|7883|2009
15393162794633|4998|1998
15393162797407|1983|2006
15393162799198|2984|1999
17592186045551|5271|2011
17592186047926|6754|2007
17592186048888|3009|2008
17592186050448|4511|2008
17592186052037|2208|2004
19791209300463|2209|2010
19791209302957|2429|2006
19791209303138|2213|2009
19791209306874|2833|2008
19791209307259|1981|2006
19791209309632|5266|2001
21990232559463|5861|2009
21990232560990|2180|2005
21990232562340|4991|2001
21990232563602|6436|2000
21990232564450|6308|2003
24189255815942|2211|2006
24189255817161|2461|2007
24189255818336|6801|2006
24189255818618|6492|2008
26388279069561|3015|2003
26388279070350|3012|2006
26388279072639|4997|2006
26388279075552|1855|2002
26388279075700|3011|2010
26388279075899|3007|2010
28587302322250|3016|2005
28587302322865|6803|2008
28587302324583|4940|2008
28587302324753|2207|2001
28587302324992|5188|2001
28587302325201|6044|2003
28587302326524|5044|2008
28587302329555|3010|2003
28587302329662|5143|2004
30786325580879|2179|2007
30786325582300|5263|2003
32985348835576|1858|1998
32985348837347|2209|2003
32985348842314|5038|2005
32985348842333|6345|2007
35184372089981|2385|2007
35184372093582|5272|2000
3528|5637|2005
7079|5984|2004
10678|5806|2008
2199023258437|3008|2005
2199023259439|1854|2007
2199023259752|1806|2002
2199023260779|2445|2009
2199023262801|5264|2003
2199023263330|6389|2009
2199023265995|1977|2002
4398046511779|7938|1999
4398046512362|2212|2004
4398046515029|3009|2001
4398046515581|4993|2001
4398046521498|3015|2006
6597069768087|5263|2001
6597069769040|1607|2006
6597069769310|2213|2003
6597069769600|2248|2001
6597069774774|3009|1999
6597069777270|2675|2005
8796093024588|5271|2006
8796093025305|5140|2003
8796093026563|4664|2011
8796093027714|6600|2005
8796093027833|5864|2004
8796093028193|2364|2000
8796093028501|3012|2005
8796093029498|5235|2001
8796093030243|5527|2005
8796093031380|2180|2002
8796093032632|5362|2003
10995116284265|6800|2004
10995116286565|4676|2011
10995116288743|3015|2003
13194139533584|3009|2006
13194139534279|5522|2010
13194139537878|4511|2002
13194139539312|7948|2007
15393162789009|6801|2004
15393162795039|4513|2004
15393162795979|3009|2002
15393162796675|2830|2009
15393162799690|5190|2002
17592186049927|1809|2002
17592186050485|2555|2011
17592186052655|2829|2006
17592186052877|4952|2004
17592186053370|2278|2000
19791209300882|5869|2008
21990232559889|5144|2000
21990232561028|5045|2007
21990232561432|3010|2005
21990232562193|6198|2005
21990232562663|5528|2009
21990232564128|1803|2003
24189255814130|6432|2000
24189255815555|4516|2005
24189255817212|5143|2006
24189255818651|3009|2009
26388279068735|5530|2010
26388279071572|6803|2003
26388279075850|1975|2011
26388279076169|4996|2004
26388279077232|3010|2006
28587302322247|6150|2001
28587302328205|7876|1999
28587302331847|3011|2004
30786325580319|2205|2002
30786325583635|2210|2001
30786325588195|3126|2008
32985348836535|4678|2002
32985348838848|5980|2002
32985348841232|4749|2008
32985348841656|5174|2002
32985348842930|2212|2009
32985348843079|4513|2004
32985348843450|5043|1998
35184372090192|5263|2001
1079|5483|2003
4689|6666|2002
6552|2172|2001
7120|5527|2007
8327|2831|2001
2199023258552|3009|2004
2199023259025|1641|2007
2199023260593|4744|2006
2199023261173|1972|2000
2199023263771|4678|2007
4398046519938|2523|2006
4398046521456|1959|2002
6597069767061|2206|2003
6597069771766|6351|2005
6597069774243|2206|2001
6597069776618|5903|2002
8796093027111|1595|2004
8796093027731|4953|2006
8796093028007|3007|2006
8796093031741|2456|2005
8796093032301|2210|2007
10995116279167|7954|2006
10995116282804|4743|2003
10995116283043|7899|2004
10995116285153|6802|2001
10995116288670|5980|2009
13194139533505|2207|2008
13194139535933|2214|2000
13194139543594|3015|2004
15393162793431|2827|2001
15393162794646|3013|2008
15393162795260|1981|2000
15393162798990|3007|2002
17592186044868|2207|2003
17592186047500|2977|2000
17592186051171|2829|2006
19791209304970|3011|2001
19791209305670|4663|2003
19791209309165|5270|2006
21990232556482|2279|2009
21990232559673|4744|2002
21990232562490|6493|2006
21990232562697|2940|2007
21990232563255|3006|2007
24189255811254|6557|2008
26388279073126|5042|2010
26388279074500|2210|2007
26388279075897|5043|2003
28587302325760|2385|2001
28587302326530|2827|2005
28587302327818|2214|2007
28587302328142|6172|2010
28587302328413|5038|2003
28587302328495|3013|2001
28587302329159|3009|2009
28587302329321|5980|2008
30786325579482|2279|2008
30786325583017|5501|1998
30786325584187|3010|2004
30786325585875|7901|2000
30786325586459|5521|2003
30786325586831|5267|2002
30786325588465|2211|2005
32985348833548|4946|2000
35184372092352|6665|2010
7110|1608|2006
7659|5040|2007
2199023260091|2681|1999
2199023262420|5176|2007
2199023262995|2210|2004
2199023264782|2653|2001
4398046511593|4952|2006
4398046518002|2213|2004
4398046521251|1976|2007
4398046521540|6800|2002
6597069766659|5986|2003
6597069772398|6542|2007
6597069773767|4511|2010
6597069774211|4515|2005
8796093026143|4517|2008
8796093028752|6305|1999
8796093031245|2215|2005
10995116284037|2122|2000
10995116284233|7896|2008
10995116287102|6148|2002
13194139535446|2210|2003
13194139537679|2211|2000
13194139541164|3323|2006
13194139541167|7953|2007
13194139543993|5038|2007
15393162789249|3498|1999
15393162791869|6556|2006
15393162792354|1765|2007
15393162793518|4953|2007
15393162794052|6796|2000
15393162795008|2832|2008
15393162795584|4892|2009
15393162795677|5521|2001
15393162798483|5521|2002
17592186044857|2212|2009
17592186047137|2830|2002
17592186048617|3010|2007
17592186054702|3015|2006
17592186055193|2521|2003
19791209300608|1633|2007
19791209304005|1856|2000
19791209304023|6668|2004
19791209304814|1987|2001
19791209305753|3010|2007
19791209308671|2694|2002
21990232556220|7951|2000
21990232561970|2213|2003
21990232562366|2214|2005
21990232564201|6493|2009
21990232565241|2208|2003
21990232565719|4517|2007
24189255813941|2205|2002
24189255813973|7946|2006
24189255814889|2208|2002
24189255819335|6302|2001
24189255819606|6489|2010
24189255821922|2389|2003
26388279067571|5167|2008
26388279068186|2832|2010
26388279069359|2434|2007
26388279070859|2947|2005
26388279072385|7892|1999
26388279073247|3012|2006
28587302322308|2647|2002
28587302326575|3011|2006
28587302326761|4676|2008
28587302327721|7867|2006
28587302328549|1850|2000
28587302329347|6538|2007
28587302329354|6542|2003
30786325580422|2439|2006
30786325585319|1851|2011
30786325585373|2208|2004
30786325586713|5266|1998
32985348833890|7941|2002
32985348834824|2211|2006
32985348837270|3010|2001
32985348842860|5521|2002
378|2830|2004
1222|4960|2006
8420|2830|2004
2199023256437|2829|2001
2199023258848|5240|1999
2199023262094|5807|2002
2199023264648|2451|1998
4398046511424|6801|2007
4398046512376|1990|2009
4398046513943|2213|2002
4398046515437|3011|2003
4398046515899|1850|2008
4398046520240|3012|2005
4398046521830|2214|2000
6597069772805|5144|2006
6597069773447|2483|2002
8796093022492|6674|1999
8796093023133|1605|2001
8796093025055|1601|1999
8796093027094|3011|2005
8796093027278|5142|2004
8796093028567|3014|2006
8796093028825|2258|2004
8796093029262|1991|2007
10995116277765|1953|2009
10995116284791|6541|2004
10995116286323|2943|2003
10995116286552|3009|2004
10995116287324|2344|2004
10995116287795|5801|2005
10995116288720|5039|2004
13194139538611|2210|2001
13194139539163|4746|2003
13194139540985|2205|1999
13194139541175|5837|2002
13194139542544|2340|2005
15393162789983|2212|2001
15393162791641|5046|2003
15393162792409|4955|2010
15393162792965|6797|2005
15393162793342|2213|2009
15393162797671|5264|2006
15393162799812|2212|2001
15393162799858|7894|2007
17592186050160|3010|2009
17592186053052|2213|2002
19791209301833|6148|2010
19791209302425|2210|2005
19791209309700|1612|2000
19791209310890|4513|2010
21990232556010|3008|2001
21990232558432|4949|2006
21990232558496|4951|2008
21990232559917|3015|2006
21990232560196|4950|2000
21990232562021|6169|2004
21990232562767|5130|2005
21990232562956|5988|2004
21990232563999|3012|1998
21990232564135|2209|2005
21990232565037|4997|2005
24189255814567|5979|2003
24189255815732|5988|2000
24189255817201|5001|2006
24189255819439|2386|2005
24189255819799|3636|2004
24189255820915|4515|2002
24189255821959|1815|2000
26388279067551|3010|2000
26388279068863|3015|1999
26388279069956|2205|2006
26388279070023|1613|2001
26388279070844|3009|2007
26388279074880|6432|2007
26388279077535|2693|2006
28587302323281|6205|2007
28587302323992|3011|2000
28587302329280|6804|2006
28587302331417|3013|2008
28587302331749|2450|2004
30786325578988|6169|2010
30786325580376|4513|2006
30786325580396|4514|2004
30786325581985|5001|2007
30786325583869|2389|2005
30786325587888|4747|2007
30786325588333|3008|2001
32985348836606|3012|2010
32985348838771|2207|2002
32985348838942|4515|2006
32985348839337|5950|2008
32985348840394|2206|2008
32985348842002|1853|2007
32985348843760|4930|2002
35184372089323|1856|2008
6478|2211|2005
8598|3014|2010
9890|7875|1999
2199023256049|3335|2001
2199023258191|2207|2007
2199023259882|3015|2001
2199023261318|5161|2002
2199023263637|2211|2004
2199023264550|6801|2005
2199023265643|6799|2011
4398046511587|1635|2010
4398046520280|3015|2002
4398046520403|3015|2007
6597069767415|1958|2006
6597069770198|7317|2006
8796093029154|5498|2000
8796093030860|2651|2009
8796093031836|2206|2003
8796093031960|7946|2006
10995116279978|5982|2004
10995116282724|5269|2003
10995116284007|1578|2000
10995116285556|3015|2009
10995116285698|7895|2005
10995116288477|2456|1999
13194139533834|3585|2002
13194139536141|2176|2008
13194139537109|2675|2003
13194139540722|4669|2009
13194139541934|5271|2008
13194139542694|4941|2007
13194139542999|2208|2008
15393162789093|6302|2002
15393162789604|4517|2010
15393162791360|5270|2000
15393162792145|5521|2008
15393162792237|3013|2005
15393162793546|5267|2010
15393162795133|2697|2009
15393162797314|2206|2002
15393162799025|5492|2001
15393162799356|5186|2009
17592186045572|1989|2010
17592186045862|2206|2001
17592186048298|1975|2009
17592186048802|4746|2007
17592186049666|1884|2008
17592186051356|4742|2006
17592186054594|6151|2007
19791209301990|5041|2010
19791209308796|2648|2010
21990232555611|3008|2002
21990232556897|7935|2001
24189255818376|3007|2007
24189255821442|2834|2005
24189255821637|5184|2006
26388279069182|5803|2002
26388279070010|2386|2002
26388279070479|5985|2003
26388279074117|6476|2010
26388279074478|1852|2004
26388279076189|6553|2006
26388279076807|6434|2005
26388279077020|5666|2000
28587302322294|2693|2000
28587302324309|2329|2007
28587302324631|6478|2006
28587302325776|5980|2000
28587302326663|4743|2002
28587302327232|4513|1998
28587302327588|3011|1999
28587302330677|4516|2005
30786325578617|5528|2003
32985348836975|1841|2002
32985348839760|1838|1999
32985348840179|6598|2009
32985348840725|4512|2007
32985348841059|5800|2005
32985348841410|4519|2005
32985348842142|6493|2010
32985348843767|1596|2001
32985348844100|3014|2007
32985348844236|5809|2011
2310|2984|2005
2199023256236|2207|2007
2199023257965|6670|2005
2199023258736|4929|2001
2199023259494|5190|2002
2199023260618|4516|2006
2199023261325|2308|2006
2199023261492|3013|2005
2199023261717|3011|2003
2199023265573|7901|2009
4398046512573|4515|2009
4398046514051|3013|2002
4398046514090|4993|2007
4398046515656|1805|1998
4398046519893|6056|2011
4398046521411|7936|2004
6597069766733|2827|2005
6597069770044|2214|2010
6597069771309|7894|2009
6597069773369|1811|2003
6597069774458|2211|2003
6597069774705|3006|2004
6597069777292|2208|2001
8796093023679|3008|2004
8796093025278|2488|2007
8796093031046|5986|2007
8796093031330|7895|2008
10995116286304|3012|2004
10995116287674|2337|2006
13194139533391|5866|2000
13194139533757|4591|2004
13194139536201|2302|1999
13194139537058|7894|2001
13194139537462|6149|2008
13194139538435|2205|1999
13194139540684|6801|2007
13194139541134|1802|2008
13194139541852|6350|2002
15393162793745|2554|2005
15393162795712|2441|2005
15393162798372|5949|2001
15393162799121|2456|2004
17592186046534|2214|2011
17592186047407|2832|2011
17592186048140|5981|1999
17592186050559|6347|2003
17592186051369|2209|2007
17592186051653|5169|2005
17592186052978|2211|2005
17592186054490|2212|2002
17592186054687|3008|2006
19791209300178|2208|2004
19791209303109|2207|2000
19791209306147|2438|2010
21990232558208|3015|2006
21990232558703|2208|2006
21990232560317|5236|2008
21990232560573|2212|2002
21990232564956|2214|2003
21990232565056|5986|2007
21990232565651|4084|2005
21990232566096|2440|2001
24189255811227|6150|2008
24189255813220|6798|1999
24189255817062|2488|2010
24189255818240|6475|2008
24189255819052|1804|2002
26388279066936|2211|2005
26388279070744|4745|2000
26388279071742|6800|1999
26388279072445|5235|2002
26388279074294|6616|2000
26388279074543|2441|2004
28587302325712|5165|2010
28587302327010|4673|2001
28587302330281|6802|2009
30786325579492|6436|2008
30786325584520|6556|2006
30786325584552|6546|2001
30786325585786|1599|2003
30786325586354|4374|2002
32985348836292|2210|2003
32985348839854|5983|2009
32985348844041|4514|2006
1184|6308|2005
4465|2205|2004
4506|1854|2001
9003|5141|2003
10240|4510|1999
10907|4940|2003
2199023256427|3009|2003
2199023258871|3008|2012
2199023261667|2484|2011
2199023265657|3010|2006
4398046512844|6308|2001
4398046514225|6165|2001
4398046517852|3009|2002
4398046519867|5517|2010
4398046519982|2210|2008
4398046521353|6486|2002
6597069771698|4513|2003
8796093022983|2205|2002
8796093025131|3009|2008
8796093025512|5526|1999
8796093028388|2212|2000
8796093028415|2209|2007
8796093028700|6203|2007
8796093030704|4519|2000
8796093032345|2210|2002
8796093032875|6434|2008
10995116286457|6803|2000
10995116287836|6347|2002
13194139534142|3014|1999
13194139535700|6202|2003
13194139536619|2213|2000
13194139537939|2206|1999
13194139538868|2207|1999
13194139540960|3013|2004
13194139541662|3009|2001
13194139542772|7894|2002
15393162790096|6855|2003
15393162791447|5988|2005
15393162791751|6553|2002
15393162794475|5499|2008
15393162798191|5529|2003
17592186045133|3011|1999
17592186045567|6801|2003
17592186045945|4991|2007
17592186046393|5040|2004
17592186048368|5263|2004
17592186052652|5042|2003
19791209300595|5270|1999
19791209301252|6489|2007
19791209303472|3013|2000
21990232557399|2211|2003
21990232561586|2827|2009
21990232563364|5235|2006
24189255812629|2214|2005
24189255814564|1911|2003
24189255815359|3008|2000
24189255815586|2212|2001
24189255821223|6148|2006
24189255821664|2108|2007
26388279067560|4991|1998
26388279068195|1849|2002
26388279069199|6801|1999
26388279069872|2694|2003
26388279075375|4968|2011
26388279075868|6668|2005
26388279077415|1807|2006
26388279077544|6149|1999
26388279077604|6150|2006
28587302322950|2487|2002
28587302323577|1804|2007
28587302323975|7871|2011
28587302325681|2562|2003
28587302330170|4998|1998
30786325579941|5146|2011
30786325580446|3011|2009
30786325585546|5267|2006
30786325585821|2208|2003
30786325587258|6667|2004
32985348834961|2176|2006
32985348835035|4991|2006
32985348836952|2663|2010
32985348839761|1806|2003
32985348840167|3065|2006
32985348840561|4743|2008
32985348841493|5892|2009
32985348844234|5527|2005
3791|1583|2005
4643|2212|2003
6886|5192|2005
7173|2828|2002
8564|4512|2005
8662|5167|2003
10785|3011|2008
2199023257980|2214|2008
2199023259894|1850|2005
2199023260083|3009|2004
2199023261620|5521|2006
2199023262617|5190|2002
2199023263218|3013|2006
2199023266234|3011|2003
4398046511757|1955|2002
4398046514194|2830|2008
4398046516745|6494|2001
4398046519929|2212|2004
4398046520007|5527|2000
6597069766678|4742|2004
6597069766944|4589|2001
6597069774046|5236|2003
6597069774643|4746|2007
6597069776131|5521|2011
8796093023522|4517|2004
8796093024051|1990|2001
8796093027983|2698|2001
8796093028554|3011|2008
8796093029513|5046|2003
8796093031227|3010|2011
8796093032440|7875|2006
10995116285324|2334|2010
10995116286533|6539|2005
13194139533574|1601|2006
13194139536241|5234|2010
13194139539061|7954|2000
13194139540767|3008|2007
15393162789189|2450|2000
15393162790221|2699|2004
17592186044551|3012|2004
17592186048009|5168|2007
17592186048155|4519|2001
17592186050427|7893|2001
17592186053054|2206|1999
17592186053866|6620|2007
17592186054098|3008|2007
19791209305948|2448|1999
21990232555851|2521|2010
21990232558064|2210|2004
21990232562611|2559|2002
21990232565453|4846|2002
21990232565722|6479|2001
24189255812587|2987|2008
24189255817031|2831|2007
26388279073508|5148|2007
26388279075918|2380|2000
26388279077442|6621|2003
28587302322616|4991|2010
28587302322760|5988|2005
28587302325739|2206|2010
28587302326003|1601|2003
28587302327413|1850|2007
28587302328403|1638|2005
28587302328982|2206|2007
28587302332776|6338|2008
30786325579063|2832|2004
30786325580480|2211|2004
30786325580833|5144|2003
30786325580839|2209|2002
30786325581698|2227|2002
30786325584031|5173|2005
30786325588321|4514|2004
32985348834735|2381|1999
32985348835311|2830|2002
32985348841742|4670|2006
32985348841971|5867|2003
32985348843328|3013|2005
35184372093583|2209|2001
454|2832|2006
3587|2525|2003
5025|2383|2010
10903|5271|2002
2199023256576|3014|2009
2199023263710|1954|2004
4398046512306|2214|2002
4398046513164|6800|2002
4398046513273|5269|2003
4398046513345|1981|2008
4398046513353|5267|2001
4398046516443|2212|2005
4398046517496|1576|2000
4398046517743|6266|2002
4398046520548|2946|2002
4398046520748|6798|2002
4398046521998|2519|2005
6597069766821|3011|2009
6597069769118|1852|2006
6597069770334|5522|2005
6597069772604|6666|2008
6597069773333|4517|2006
8796093022611|2212|2003
8796093025287|5046|2001
8796093025603|6135|2000
8796093027708|4968|2004
10995116279144|4991|2002
10995116283482|1956|2005
10995116285536|2206|2005
10995116286179|2833|2000
10995116288088|6623|2001
13194139535632|5527|2009
13194139537366|5237|2007
13194139537715|3010|2000
13194139537940|2210|2004
13194139542291|7901|2007
15393162789514|3015|2000
15393162791199|6349|2002
15393162794667|5038|1999
15393162798777|1853|2008
15393162798830|1854|2005
15393162799611|1850|2009
17592186048640|1852|2006
17592186049713|3887|2011
17592186051070|2330|2001
17592186052552|3012|2006
17592186054901|5985|2005
19791209303061|6494|2008
19791209303331|3012|2010
19791209303901|2205|2008
19791209303974|2448|2001
19791209309690|7898|2001
19791209310478|5156|2005
21990232555639|2213|2004
21990232560818|3010|2002
21990232562165|2211|2000
21990232562234|6392|2005
21990232562530|2829|2002
24189255811574|2173|2008
24189255814535|6161|2008
24189255815338|3012|2006
26388279067708|2213|2010
26388279069573|2208|2000
26388279072746|4674|2008
26388279073154|5983|2007
26388279073645|4947|2002
26388279073724|5046|2009
26388279073805|2209|2002
26388279076221|2180|2002
26388279076866|2484|2004
28587302322814|5987|2001
28587302323296|4515|2003
28587302325633|1596|2010
28587302326634|6474|2006
28587302327805|5045|2004
28587302328958|7873|2005
28587302331050|2483|2001
28587302331923|2213|2003
28587302332712|4940|2008
30786325579604|5944|2008
30786325580421|6306|2008
30786325581118|2211|2008
30786325585424|1986|2002
30786325587688|6169|2004
30786325587869|5495|2010
32985348835828|1801|2010
32985348837886|5523|2005
32985348840194|5498|2007
32985348843110|2214|2011
32985348843447|5524|2002
32985348843468|1802|2006
32985348843579|3008|2002
35184372089375|2454|2004
94|3015|2000
1182|4378|2004
2608|2213|2004
8524|1871|2010
2199023255922|3015|2005
2199023257863|2836|2003
2199023257930|5988|2005
2199023259304|2836|2002
2199023263067|5043|2008
2199023263541|5505|2005
2199023264489|6546|2000
4398046511389|1642|2004
4398046514966|5268|2008
4398046519109|2647|2000
4398046519130|2212|2004
4398046520326|2213|2006
6597069772901|2984|2008
6597069773119|7901|2005
6597069775543|2208|1999
8796093022887|2212|2004
8796093025291|5268|2006
8796093025560|2211|2007
8796093026236|5192|2000
8796093027808|1813|2003
8796093030323|2385|2001
8796093031559|1600|2001
10995116281060|6433|2003
10995116283717|2205|2003
10995116284131|2210|2002
10995116285640|2986|1998
10995116287887|2172|2005
13194139535089|1837|2006
13194139536497|2526|2003
13194139540390|2989|2011
13194139541383|5150|2002
13194139542444|6488|2002
13194139542620|3006|2001
15393162789219|4956|2007
17592186044425|1785|2004
17592186054054|6801|2003
17592186054190|1609|2009
17592186055119|5227|1999
19791209299984|5809|2007
19791209300147|2205|2001
19791209302909|5298|2006
19791209302926|5268|2003
19791209304263|5267|2008
19791209304689|3014|2008
19791209304700|1961|2006
19791209305303|5046|2006
19791209305904|6541|2006
19791209307730|5234|2011
21990232564542|6800|2008
21990232565133|3009|2004
21990232566347|5942|2010
24189255811381|6344|2004
24189255811677|5188|2002
24189255812374|1980|2004
24189255813228|3014|2003
24189255816625|2432|2008
24189255817693|2207|1999
24189255818296|6430|2006
24189255820176|3010|2005
24189255821300|2209|2000
26388279067047|4946|2003
26388279069784|6545|2003
26388279070362|2181|2009
26388279073879|2205|2002
26388279074088|5235|2007
26388279076043|5982|2003
26388279076351|2208|2004
28587302322631|6168|2004
28587302323591|5269|2007
28587302326586|5144|2003
28587302326796|2209|2005
28587302326840|5161|2003
28587302328699|2830|2009
30786325583602|2693|2004
30786325583810|1858|2003
30786325584559|5946|2005
30786325585909|1851|2003
30786325588043|6803|2003
32985348835402|3015|2006
32985348836711|3010|2005
32985348843029|1810|2002
32985348843785|7893|2008
1509|5144|2006
5866|5176|2006
9097|6310|2003
9625|5143|2003
9850|2212|1999
2199023258006|6150|2001
2199023261783|3734|2006
2199023263311|3006|1998
2199023264636|5191|2007
2199023265009|3013|2002
2199023266354|2451|2004
4398046513869|5234|2000
4398046515630|4512|2002
4398046520733|1918|2000
6597069770633|1853|2007
6597069771034|4743|2005
6597069771897|3008|2002
6597069773726|2945|2005
6597069774276|5162|2003
6597069776765|4278|2008
6597069777425|3009|2008
8796093022410|6202|2005
8796093022928|2206|2010
8796093024723|3015|2004
8796093026652|4593|2000
8796093026915|3012|2007
8796093027635|6800|2007
8796093030013|2209|2007
8796093030505|2213|2005
8796093031129|2209|2005
8796093031885|3010|2010
8796093032488|3007|2008
8796093032849|2205|2007
8796093033179|7898|2004
10995116278291|2831|2003
10995116280995|6308|2006
10995116281306|5988|2005
10995116285893|1637|2000
10995116287877|2213|2004
13194139538455|2211|2010
13194139538975|1850|2008
13194139539239|2211|2001
13194139541483|2653|2001
13194139542263|5530|2005
15393162791285|4518|2005
17592186045096|5523|2003
17592186050286|2452|2005
17592186054589|7941|2010
19791209301540|3009|2003
19791209302544|7952|2003
19791209303459|3007|2001
19791209305304|5984|2003
19791209309366|5616|2002
19791209310730|4511|2006
21990232557698|2206|2010
21990232557873|1981|2008
21990232560005|2209|2007
21990232561833|1970|2007
21990232562591|2205|2006
21990232563492|6493|1999
21990232564143|5190|2001
21990232564389|6396|2000
24189255817548|4510|2007
26388279066869|6441|2002
26388279072978|5982|1999
26388279073800|4949|2009
26388279077042|2213|2006
28587302322817|5808|2003
28587302325465|5522|2008
28587302327385|2559|1999
28587302327816|6199|2005
28587302331340|1640|2011
28587302331538|3009|2007
28587302331615|6551|2007
30786325578057|6479|2000
30786325578676|2453|2002
30786325581911|2210|2003
30786325584955|6799|2007
30786325585916|4744|2000
30786325588483|5038|2003
32985348833313|1596|2002
32985348834985|4665|2010
32985348834992|2211|2005
32985348835013|1801|2000
32985348835954|2211|2006
32985348836909|6149|2008
32985348838262|5184|2007
32985348840740|1812|2002
32985348841065|6803|2004
32985348843108|2211|2004
32985348843184|5154|2006
2002|7873|2006
3670|6134|2007
6287|3013|2005
10540|2172|2006
2199023256388|1850|2008
2199023259916|6307|2003
2199023262215|2836|2007
4398046514975|6304|2002
4398046515942|3011|2007
4398046515949|3015|2007
4398046519255|6356|2009
6597069768531|7895|2002
6597069769744|4514|2002
6597069770932|1988|2009
6597069771570|6640|2008
6597069775100|5271|2010
6597069776660|7910|2010
6597069776728|3013|2006
8796093024822|3008|2004
8796093025610|5045|2007
8796093026933|5169|2003
8796093027793|2214|2002
8796093028204|6540|2003
8796093030249|3009|2007
8796093030782|2453|2006
8796093033098|1850|2006
10995116279539|2205|2004
10995116281054|6176|2006
10995116281483|2214|2007
10995116283784|1957|2009
13194139534916|6616|2000
13194139535703|6170|2006
13194139537813|5523|2005
13194139540216|4517|2000
13194139541107|1601|2004
13194139544265|4952|2007
15393162790911|2207|2002
15393162791210|3011|2001
15393162794532|5044|2005
15393162794654|1954|2008
15393162795006|5045|2008
15393162797405|4674|2005
17592186045093|5271|2003
17592186045382|2450|2009
17592186049142|2656|2002
17592186054756|2210|2003
17592186054971|7942|2004
19791209300004|3008|2005
19791209300167|5265|2001
19791209301332|5046|2007
19791209304884|3009|2002
19791209306066|2180|2005
21990232556811|1852|2001
21990232561503|5522|2002
21990232562379|2944|2005
24189255812756|3011|2005
24189255815124|5739|1998
24189255817322|4942|2001
24189255819817|7874|2000
24189255821670|5269|2010
26388279071670|2834|2007
26388279073187|1980|2007
26388279075105|2676|2004
26388279075862|4943|2003
26388279076341|3006|2006
26388279076743|1957|2000
28587302326467|2827|2005
28587302330205|2211|2006
28587302331314|3006|2005
30786325580802|3012|2001
30786325583922|2210|2006
30786325586503|2648|2001
30786325588084|2382|2004
32985348833995|3015|2008
32985348834329|2833|2007
32985348835811|5981|2005
32985348836078|2697|2007
32985348838550|3012|2008
32985348840748|2829|2004
459|5169|2004
4418|1980|2009
5371|6398|2004
2199023255663|2205|2005
2199023259904|3014|2007
2199023260582|7892|2004
2199023262110|5522|2002
2199023263298|4488|2009
2199023265292|4743|2007
4398046515241|4743|2001
4398046517060|5038|2007
4398046520833|4060|2004
4398046520870|2942|1999
6597069768429|2991|1999
6597069775223|4932|2005
6597069776656|3012|2008
8796093026744|6399|2007
8796093031395|2941|2000
10995116278647|5235|2005
10995116279646|6757|2008
10995116279731|2561|2000
10995116283243|1802|2009
13194139537604|5522|2001
13194139538585|2836|2008
13194139543207|5235|2008
15393162791621|6434|2001
15393162793123|2208|2002
15393162796321|2205|1999
15393162797091|6624|2007
15393162799598|1813|2010
17592186046296|5941|2005
17592186047643|1852|2000
17592186048487|2214|2001
17592186051615|3007|2008
