Person.id:START_ID(Person)|Organisation.id:END_ID(Organisation)|workFrom
2199023258479|307|2006
2199023260305|599|2007
2199023260305|602|2008
2199023260305|605|2008
2199023263814|1491|2010
2199023263814|1477|2008
2199023263814|1502|2004
4398046515406|1228|2004
4398046518007|22|2004
4398046518007|26|2005
4398046518007|29|2004
4398046519587|1560|2011
4398046520645|809|2009
4398046520645|810|2010
4398046520645|811|2004
6597069770264|275|2010
6597069770264|287|2009
6597069770264|271|2009
6597069770753|1313|2011
6597069770753|1316|2011
6597069770753|1308|2012
6597069770753|1310|2012
6597069774626|1001|2004
6597069774626|1002|2003
6597069777603|736|2002
6597069777603|735|2002
8796093022634|339|2008
8796093022634|967|2008
8796093022634|952|2007
8796093022634|958|2007
8796093023519|945|2003
8796093023519|948|2003
8796093023519|943|2002
8796093024687|930|2002
8796093024687|918|2002
8796093024687|909|2002
8796093024878|914|2007
8796093024878|936|2007
8796093024878|905|2007
8796093024878|938|2007
8796093024878|911|2007
8796093027875|547|2005
8796093030143|785|2003
8796093030143|806|2004
8796093030143|792|2003
8796093030143|778|2003
8796093030143|780|2003
8796093030550|889|2005
8796093031921|1494|2004
8796093032233|1201|2002
8796093032233|1223|2002
10995116279823|1079|2006
10995116279823|253|2012
10995116279966|922|2011
10995116279966|907|2012
10995116280870|784|2007
10995116280870|804|2007
10995116280870|790|2007
10995116280870|808|2007
10995116285691|537|2008
10995116285792|1520|2007
10995116285792|530|2008
13194139537871|996|2010
13194139540458|1226|2012
13194139540458|1228|2009
13194139540458|1229|2006
13194139540458|1230|2007
13194139541220|545|2003
13194139541220|546|2003
13194139541220|554|2002
13194139542115|273|2007
13194139542253|1558|2000
13194139542253|1559|2001
13194139542253|1561|2000
13194139543046|962|2002
13194139543046|963|2002
13194139543046|953|2002
13194139543046|955|2002
13194139543046|957|2002
15393162789262|684|2003
15393162791897|1568|2010
15393162791897|1567|2011
15393162792175|1181|2000
15393162792175|1214|2012
15393162792175|1182|2005
15393162792416|906|2003
15393162792416|924|2003
15393162792416|909|2004
15393162794380|1233|2007
15393162794380|933|2008
15393162794380|924|2007
15393162797721|195|2008
15393162798620|679|2007
15393162798620|664|2007
15393162798620|681|2007
15393162798620|666|2006
17592186048741|1014|2003
17592186048741|1016|2002
17592186048741|1017|2002
17592186048741|1020|2001
17592186049414|937|2009
17592186050308|531|2005
17592186050308|685|2006
17592186050308|750|2004
17592186050407|178|2003
17592186050407|183|2003
17592186050407|169|2003
19791209302058|966|2002
19791209302599|897|2003
19791209302599|890|2004
19791209302599|893|2004
19791209302972|1118|2007
21990232556725|912|2005
21990232556725|1552|2004
21990232556725|935|2006
21990232557562|933|2007
21990232557562|935|2006
21990232557562|921|2007
21990232557562|924|2006
21990232557562|925|2005
21990232557875|864|2005
21990232560618|866|2004
24189255814441|716|2009
24189255814476|503|2003
24189255814476|493|2002
24189255814486|112|2001
24189255814486|121|2002
24189255820632|532|2004
24189255820632|534|2004
24189255820632|535|2004
24189255821610|1296|2000
24189255821610|1297|2002
24189255821610|1298|2000
24189255821610|1299|2001
24189255821610|1300|2000
26388279069034|472|2004
26388279070200|548|2010
26388279070200|538|2010
26388279070200|540|2011
26388279070200|542|2011
26388279075803|585|2001
26388279075803|524|2002
26388279075803|445|2003
26388279076374|1024|2010
26388279076374|1072|2009
26388279076374|1091|2010
26388279076374|1096|2009
26388279076374|1101|2009
28587302328120|272|2007
28587302328120|261|2007
28587302328120|281|2009
28587302328120|285|2008
28587302330433|866|2003
28587302331715|373|2007
28587302331715|393|2006
28587302332589|917|2008
28587302332589|905|2007
28587302332589|906|2009
30786325580251|229|2005
30786325580251|245|2005
30786325580508|106|2005
30786325580508|107|2005
30786325580508|108|2005
30786325582132|786|2009
30786325582132|808|2008
30786325582132|795|2009
30786325582132|783|2009
30786325582132|799|2010
30786325584565|296|2003
30786325584565|298|2002
30786325585795|464|2006
30786325585795|453|2012
30786325585795|473|2002
30786325585795|489|2007
30786325585795|447|2000
30786325588351|1026|2005
30786325588351|1097|2004
30786325588668|945|2006
30786325588668|941|2006
30786325588668|942|2005
32985348838177|945|2003
32985348838177|946|2003
32985348838177|947|2003
32985348838177|948|2001
10144|1157|2009
10144|759|2010
10144|765|2011
10144|766|2010
10363|1344|2008
10391|578|2003
10391|565|2004
10391|568|2005
10391|585|2004
10391|574|2005
2199023258364|6|2005
2199023263294|929|2005
2199023263294|915|2006
2199023263294|905|2007
2199023263294|921|2006
2199023263294|923|2006
2199023263924|896|2008
2199023263924|889|2007
2199023263924|890|2009
2199023263924|892|2008
2199023263924|894|2008
4398046512338|544|2012
4398046513253|547|2003
4398046513253|550|2002
4398046513253|541|2001
4398046515914|304|2008
4398046516223|1443|2005
4398046516223|1502|2006
4398046517735|467|2008
4398046517735|468|2006
4398046517735|473|2007
4398046517735|462|2007
4398046521028|554|2006
6597069768822|323|2010
6597069768822|324|2010
6597069768822|325|2009
6597069768822|318|2009
6597069770100|824|2005
6597069770100|825|2005
6597069770100|827|2004
6597069773091|912|2008
6597069773091|931|2007
6597069773091|933|2008
6597069773091|935|2008
8796093025148|1557|2000
8796093025148|1559|2001
8796093025996|1557|1999
8796093025996|1558|2000
8796093030068|930|2010
8796093030068|924|2010
8796093030241|1466|2004
8796093030241|1453|2005
8796093030572|838|2004
8796093030572|840|2005
10995116278300|930|1998
10995116278300|907|1998
10995116279437|271|2005
10995116280720|1560|2008
10995116284727|825|2007
10995116284727|826|2007
10995116284727|827|2006
10995116285557|919|2008
13194139536145|906|2004
13194139536331|1186|2002
13194139536331|1198|2001
13194139536461|864|2003
13194139536461|865|2005
13194139536845|983|2007
13194139539010|7|2004
13194139539010|9|2007
13194139539010|11|2005
13194139540504|330|2001
13194139540504|317|2001
13194139541513|920|2000
13194139541772|772|2003
13194139541772|936|2003
13194139541772|938|2004
13194139541772|907|2003
13194139541772|911|2003
15393162789746|600|2009
15393162789923|107|2007
15393162789923|108|2009
15393162789932|1235|1999
15393162790207|1474|2010
15393162790207|1450|2010
15393162790207|1534|2010
15393162790885|449|2002
15393162797514|11|2001
17592186044864|912|2003
17592186044864|925|2004
17592186047020|927|2008
17592186048577|917|2009
17592186048577|923|2009
17592186048577|924|2008
17592186054555|549|1999
17592186055026|548|2008
17592186055026|552|2008
17592186055026|553|2008
17592186055192|964|2007
17592186055192|954|2007
17592186055192|957|2007
17592186055192|861|2008
19791209304007|896|2011
19791209304007|897|2012
19791209304007|889|2011
19791209304007|893|2011
19791209306350|550|2009
19791209306350|541|2009
19791209308019|913|2003
19791209308019|906|2004
19791209308019|925|2004
21990232555889|919|2008
21990232558274|515|2005
21990232558274|540|2006
21990232558274|542|2005
21990232558274|543|2006
21990232558274|431|2006
21990232562029|1|2005
21990232562029|6|2005
21990232565045|679|2003
21990232565045|671|2004
21990232565552|699|2009
24189255811086|593|2002
24189255811086|1011|2002
24189255811086|598|2004
24189255811086|605|2003
24189255818723|553|2005
24189255818723|539|2004
24189255818723|542|2005
24189255821602|548|2011
24189255821602|540|2011
24189255821752|1555|1999
24189255821752|1542|1999
26388279067813|770|2009
26388279067813|767|2009
26388279068053|180|2004
26388279068053|181|2004
26388279068053|137|2005
26388279068053|156|2004
26388279068206|160|2004
26388279068206|1254|2004
26388279068206|587|2004
26388279068635|1560|2010
26388279068635|1561|2010
26388279070243|518|2006
26388279070243|520|2006
26388279074560|1329|2006
26388279074560|1332|2007
26388279074560|1350|2007
26388279074560|1338|2007
26388279074560|1326|2006
26388279076946|513|2009
26388279076946|499|2009
26388279076946|517|2009
26388279077058|546|2008
26388279077058|552|2008
26388279077058|540|2008
28587302325553|304|2010
28587302325553|306|2010
28587302325553|307|2008
28587302325553|301|2009
28587302326126|784|2003
28587302326126|802|2002
28587302326126|791|2002
28587302326126|781|2003
28587302326126|782|2003
28587302328880|659|2006
28587302328880|617|2007
30786325579016|1315|2008
30786325579016|1304|2008
30786325579016|1307|2010
30786325579247|547|2003
30786325579247|549|1999
30786325579247|552|2000
30786325580379|961|2012
30786325580379|968|2006
30786325580379|956|2008
30786325580379|957|2009
30786325580379|959|2012
30786325580460|1153|2012
30786325580460|1145|2006
30786325580460|1162|2012
30786325580460|1164|2010
30786325580460|94|2012
30786325584761|758|2007
30786325586706|928|2009
30786325586706|932|2010
30786325586706|933|2009
30786325586706|758|2010
30786325586706|909|2010
30786325587155|821|2006
32985348836967|775|2011
32985348836967|167|2012
32985348836967|152|2011
32985348836967|157|2011
32985348836967|142|2010
32985348840411|164|2008
32985348840411|181|2008
32985348840411|141|2007
32985348840411|157|2008
32985348840879|1002|2007
32985348843425|914|2011
32985348843425|917|2007
32985348843425|933|2005
32985348843425|936|2008
32985348843425|938|2009
32985348844166|118|2002
32985348844166|119|2002
32985348844166|120|2002
32985348844166|110|2002
35184372091801|674|2009
512|912|2005
512|929|2005
512|935|2004
1734|960|2007
1734|968|2007
1734|958|2006
5408|817|2004
5408|1227|2005
9209|106|2006
2199023258011|400|2004
2199023258011|399|2002
2199023264094|920|2010
2199023265157|1491|2007
2199023265157|919|2005
2199023265157|924|2007
4398046513374|917|2005
4398046513374|919|2006
4398046513374|937|2006
4398046513374|909|2005
4398046514167|915|2008
4398046514167|916|2009
4398046514167|909|2008
4398046514167|910|2009
4398046515211|888|2008
4398046516594|933|2008
4398046516594|935|2008
4398046516594|922|2007
4398046516594|908|2006
4398046517042|386|2008
4398046517042|392|2009
4398046517042|376|2008
4398046517042|379|2009
4398046517042|383|2010
4398046519094|949|2009
4398046519094|966|2009
4398046519094|967|2009
4398046519094|952|2008
4398046520397|1507|2003
4398046520397|1508|2002
4398046520397|1492|2002
4398046520397|1518|2002
4398046520918|1393|2006
4398046520918|1411|2006
6597069769226|835|2002
6597069769226|841|2001
6597069769397|5|2002
6597069773483|929|2007
6597069773483|930|2008
6597069773483|934|2008
6597069775066|102|2007
6597069775066|104|2008
6597069775066|105|2008
6597069775789|549|2012
6597069775789|551|2011
6597069775789|552|2012
6597069776150|519|2008
6597069776150|521|2008
6597069776711|416|2009
6597069776711|423|2010
8796093024366|1561|2010
8796093025431|768|2010
8796093025431|769|2011
8796093025431|761|2009
8796093025431|765|2009
8796093027702|929|2010
8796093027702|914|2012
8796093027702|935|2010
8796093027702|909|2012
8796093030339|106|2003
8796093030339|188|2003
8796093030339|108|2003
8796093031737|1162|2003
8796093031737|764|2004
8796093031737|495|2002
8796093032920|550|2006
8796093032920|551|2006
8796093032920|541|2006
8796093032920|542|2006
10995116279039|565|2005
10995116279039|568|2003
10995116281564|234|2010
10995116286325|1383|2002
10995116286325|1369|2002
10995116286325|1386|2001
10995116287560|109|2003
13194139536555|1549|2009
13194139540074|536|2006
13194139540074|697|2009
13194139540917|919|2000
13194139540917|922|2000
13194139540917|925|2002
13194139540917|909|2002
13194139543119|546|2012
13194139543119|550|2012
13194139543119|540|2011
15393162792641|824|2008
15393162796535|724|2002
15393162796535|255|2002
17592186047698|1093|2008
17592186047698|1094|2007
17592186047698|1095|2010
17592186048248|1568|2005
17592186048248|1567|2005
17592186048985|550|2004
17592186048985|554|2005
17592186048985|543|2004
17592186051786|917|2006
17592186051786|918|2006
17592186051786|922|2007
17592186054061|932|2005
17592186054061|916|2005
17592186054061|934|2004
17592186054061|1110|2004
17592186054061|908|2004
17592186055017|451|2008
17592186055017|454|2008
17592186055017|473|2009
19791209302055|1462|2002
19791209302055|1526|2002
19791209302055|1480|2002
21990232561572|26|2006
21990232561572|28|2006
21990232562267|544|2005
21990232562267|547|2005
21990232562267|7|2007
21990232562267|539|2006
21990232565179|289|2002
21990232565179|290|2004
21990232565993|1162|2006
21990232565993|1148|2004
24189255813016|296|2011
24189255813016|297|2011
24189255813016|298|2011
24189255820420|1558|2006
24189255820420|1559|2007
24189255820420|1560|2012
24189255820541|256|2005
24189255820541|259|2006
24189255820541|254|2005
24189255820921|1117|2007
24189255820921|1118|2007
26388279067512|546|2001
26388279067512|551|2000
26388279067512|554|2002
26388279067512|539|2000
26388279067512|541|2000
26388279067871|929|2002
26388279068756|918|2005
26388279068756|926|2004
26388279069653|33|2006
26388279069653|25|2006
26388279069653|27|2006
26388279069653|30|2005
26388279069723|289|2007
26388279069723|274|2007
26388279069723|269|2006
26388279072682|8|2006
26388279072682|10|2006
26388279074438|302|2002
26388279074438|303|2001
26388279074483|205|2004
26388279074483|207|2005
26388279074834|656|1999
26388279074834|658|2009
26388279074834|645|2008
26388279074834|623|2003
26388279075815|1522|2001
26388279075815|1462|2001
26388279075815|1450|2002
26388279075815|1532|2002
26388279075815|1471|2002
26388279076515|582|2002
26388279076515|575|2002
26388279077503|1189|2001
26388279077503|1191|2001
26388279077503|1223|2002
26388279077503|1211|2000
26388279077503|1198|2000
28587302322515|7|2002
28587302322515|10|2001
28587302323673|817|2012
28587302323673|1176|2012
28587302323673|1177|2011
28587302323673|1180|2012
28587302324133|1117|2004
28587302324133|1118|2004
28587302326267|544|2005
28587302326267|551|2005
28587302326267|539|2005
28587302326267|541|2004
28587302332505|797|2007
28587302332505|798|2008
28587302332865|1233|2003
28587302332865|915|2002
28587302332865|924|2003
28587302332865|909|2002
30786325579003|1408|2009
30786325579003|1425|2009
30786325579003|1396|2008
30786325579003|1401|2009
30786325579003|1419|2007
30786325583545|1568|2005
30786325583545|1567|2006
30786325584370|1557|2006
30786325584370|1559|2005
30786325584370|1561|2005
30786325584715|801|2008
30786325584715|787|2009
30786325584715|793|2008
30786325585868|770|2012
30786325585868|761|2011
30786325585868|762|2011
30786325585868|765|2012
30786325586758|915|2005
30786325586758|918|2005
30786325586758|921|2005
32985348833314|22|2009
32985348833314|31|2007
32985348837023|1568|2010
32985348837023|1567|2009
32985348838442|1569|2006
32985348838442|1571|2006
32985348838442|1572|2007
407|964|2004
407|966|2006
407|959|2005
1573|737|2003
1573|738|2003
1573|740|2003
1573|745|2003
1573|748|2002
4189|961|2006
4189|949|2006
4189|955|2006
5202|1552|2004
5202|897|2005
5202|1555|2004
5202|1550|2005
5972|982|2010
5972|983|2009
5972|985|2011
5972|986|2011
6699|779|2002
7361|1030|2010
7499|552|1998
7499|540|1999
7499|542|1998
7499|543|1998
9271|400|2008
2199023255637|928|2009
2199023255637|913|2008
2199023255637|924|2009
2199023255637|813|2008
2199023257261|675|2003
2199023257261|667|2003
2199023257261|668|2005
2199023258458|937|2008
2199023258458|106|2008
2199023258458|925|2007
2199023258458|926|2006
2199023260208|1444|2008
2199023260208|1496|2009
2199023260208|1532|2008
2199023260208|1470|2009
2199023260208|1502|2008
2199023262390|675|2004
2199023262390|676|2003
2199023262390|671|2005
2199023263082|1027|2001
2199023263082|1045|2000
2199023263082|1085|2001
2199023263082|1023|2001
2199023263082|1039|2002
2199023263679|769|2007
2199023263679|767|2008
4398046511152|832|2011
4398046511152|842|2007
4398046511152|829|2009
4398046512356|932|2006
4398046512820|887|2002
4398046512820|409|2001
4398046512820|890|2002
4398046512820|891|2001
4398046514855|308|2011
4398046514855|325|2011
4398046514855|309|2011
4398046514855|313|2012
4398046514855|318|2011
4398046517243|1226|2006
4398046517243|1227|2006
4398046517243|1230|2006
4398046518339|1092|2007
4398046518339|1097|2006
4398046518339|1052|2006
6597069767067|591|2009
6597069767377|549|2003
6597069767377|541|2003
6597069767708|1117|2001
6597069767708|1118|1999
6597069771812|1024|2002
6597069771812|1032|2002
6597069771812|1033|2003
6597069773997|372|2002
6597069774499|914|2009
6597069774499|931|2008
6597069774499|935|2010
6597069774499|923|2012
6597069777312|819|2005
6597069777312|822|2006
6597069777312|1230|2005
8796093024507|546|2004
8796093024507|547|2004
8796093024507|552|2005
8796093024507|538|2005
8796093025978|957|2010
8796093029011|960|1999
8796093029011|961|1999
8796093029011|949|1999
8796093029011|886|1998
8796093030242|545|2003
8796093030242|551|2005
8796093030242|552|2005
8796093030242|538|2005
8796093030242|541|2004
10995116281603|796|2008
10995116281801|1568|2008
10995116281801|1567|2008
10995116284226|257|2005
10995116284226|260|2009
10995116284226|254|2012
13194139534593|913|2011
13194139534593|937|2010
13194139534593|911|2010
13194139537576|147|2011
13194139539623|1267|2003
13194139539623|1247|2009
13194139542309|532|2006
13194139542309|535|2009
13194139542309|536|2008
13194139542309|537|2010
15393162791421|925|2002
15393162793331|1164|2002
15393162793452|896|2007
15393162793452|891|2008
15393162793452|895|2008
15393162793729|576|2002
15393162793729|587|2001
15393162797694|1406|2010
17592186046362|290|2007
17592186046362|275|2007
17592186046362|277|2006
17592186046362|266|2007
17592186046362|269|2006
17592186047133|887|2008
17592186047133|889|2008
17592186047133|894|2008
17592186054288|1542|2005
17592186054288|1544|2004
19791209301284|1380|2012
19791209301284|1351|2010
19791209301284|1353|2004
19791209301284|1359|2011
19791209301529|539|2003
19791209301529|542|2003
19791209301529|543|2004
19791209310731|824|2006
19791209310731|825|2007
19791209310731|826|2007
19791209310731|827|2007
21990232556166|549|2012
21990232556166|552|2011
21990232556166|542|2011
21990232558291|775|2003
21990232558291|1097|2002
21990232559433|553|2003
21990232559534|345|2006
21990232559832|824|2004
21990232559832|825|2003
21990232559832|826|2003
21990232561023|206|2006
21990232562636|912|2004
21990232562636|913|2004
21990232562636|935|2005
21990232562636|936|2005
21990232565867|548|2005
21990232565867|550|2008
21990232565867|538|2002
24189255811234|7|2006
24189255812364|71|2009
24189255812364|58|2010
24189255812364|77|2008
24189255815058|545|2003
24189255815058|866|2004
24189255815058|539|2002
24189255818402|642|2009
24189255821142|673|2008
24189255821142|667|2007
24189255821142|670|2007
26388279067147|592|2007
26388279067147|597|2007
26388279069042|638|2000
26388279069462|263|2000
26388279069462|280|2000
26388279069462|267|2001
26388279069462|269|2000
26388279069462|287|2001
26388279070247|8|2000
26388279070247|9|2000
26388279070789|534|2005
26388279070789|536|2004
28587302322809|936|2000
28587302322809|923|1999
28587302322809|925|1998
28587302322809|926|2000
28587302325401|1559|2011
28587302326595|545|2006
28587302326595|553|2012
28587302326595|540|2011
28587302328630|1235|2003
28587302328630|1254|2003
28587302332537|539|2008
30786325582629|768|2006
30786325582629|769|2006
30786325582629|1311|2006
30786325582629|1567|2006
30786325584050|289|2005
30786325584050|275|2005
30786325585536|296|2004
30786325585536|297|2004
30786325585921|924|2009
32985348836884|416|2001
32985348836884|439|2002
32985348836884|411|2001
32985348836884|430|2001
32985348837307|346|2002
32985348837307|108|2002
32985348838353|1081|2009
32985348838353|1101|2001
32985348838353|1086|2009
32985348838353|1054|2001
32985348840193|98|1999
32985348840193|882|1999
32985348840193|1541|2000
32985348840193|1003|2000
32985348840788|962|2005
32985348840788|949|2004
32985348840788|966|2005
32985348840788|968|2004
32985348841454|606|2008
1242|1266|2009
1242|1253|2009
1242|1270|2010
1242|255|2009
2817|930|2004
2817|915|2004
2817|932|2004
2817|916|2002
2817|919|2003
6284|919|2011
6284|937|2010
6284|922|2009
6317|1301|2001
7501|163|2001
7501|167|2009
7501|170|2008
9093|448|2001
10068|293|2007
10068|294|2007
10068|295|2008
2199023259525|1014|2006
2199023259525|1021|2004
2199023265769|908|2009
4398046511884|573|2007
4398046514948|545|2004
4398046514948|550|2005
4398046514948|552|2005
4398046514948|553|2005
4398046514948|538|2006
4398046518225|545|2002
4398046518225|546|2002
4398046518225|53|2003
4398046518225|543|2001
4398046518438|1176|2009
6597069771323|257|2005
6597069771323|1291|2006
6597069771637|330|2004
6597069773380|675|2006
6597069773380|678|2010
6597069773380|668|2006
6597069773535|307|2003
6597069773535|300|2003
6597069773535|301|2002
6597069776842|656|2006
6597069776842|640|2007
6597069776842|646|2007
6597069776842|662|2003
8796093025804|350|2009
8796093027564|710|2000
8796093027564|702|2000
8796093028215|1429|2006
8796093028215|888|2006
8796093028215|889|2008
8796093028215|891|2007
8796093028215|895|2007
8796093030508|551|2005
8796093030508|554|2005
8796093030508|539|2005
8796093030508|541|2004
8796093033200|1384|2007
8796093033200|1388|2010
8796093033200|1374|2007
10995116281495|1314|2005
10995116281495|1315|2005
10995116281495|1307|2006
10995116282284|912|2012
10995116282284|931|2006
10995116282284|924|2012
10995116282284|927|2008
10995116283663|546|2007
10995116283663|547|2006
10995116283663|549|2007
10995116283663|552|2006
10995116283663|540|2007
13194139534382|578|2003
13194139534382|563|2003
13194139534382|565|2003
13194139534382|556|2004
13194139534382|572|2002
13194139534624|913|2006
13194139534624|914|2004
13194139534624|931|2006
13194139534624|919|2010
13194139534624|925|2012
13194139536063|1157|2003
13194139542205|552|2013
13194139542205|553|2013
13194139542205|538|2013
13194139542218|917|2009
13194139542218|934|2009
13194139542218|920|2011
13194139542218|910|2008
13194139543093|1561|2010
13194139543907|296|2006
13194139543907|297|2006
15393162790472|296|2011
15393162790472|297|2010
17592186049203|470|2005
17592186052161|1559|2006
19791209300151|676|2012
19791209300151|680|2007
19791209300151|681|2011
19791209300151|685|2012
19791209300151|671|2012
19791209301239|930|2009
19791209301239|923|2010
19791209305989|917|2009
19791209306693|305|2007
19791209307837|544|2006
19791209307837|545|2004
19791209307837|550|2004
19791209307837|539|2005
19791209309424|947|2000
19791209309424|939|2002
19791209309424|940|2000
19791209309424|941|2002
19791209309424|942|2001
19791209310700|297|2006
19791209310700|298|2012
19791209310952|896|2005
19791209310952|887|2006
19791209310952|892|2006
19791209310952|893|2006
19791209310952|895|2006
21990232565353|209|2012
21990232565353|205|2011
21990232565353|206|2006
21990232565353|207|2006
24189255815730|907|2001
24189255815730|909|2009
24189255817364|121|2010
24189255817364|110|2010
24189255817364|111|2010
24189255820980|915|2007
24189255820980|931|2003
24189255820980|920|2008
24189255820980|921|2012
24189255820980|923|2012
26388279068176|932|1999
26388279068176|933|2000
26388279068176|918|2000
26388279068176|938|2001
26388279068176|1564|1999
26388279068264|540|2009
26388279071022|933|2006
26388279073206|934|2007
26388279073206|908|2007
26388279074461|1043|2004
26388279074461|1060|2003
26388279074461|1046|2004
26388279074686|357|1999
26388279074686|347|2001
26388279074686|350|2000
26388279074686|367|2001
26388279077563|1178|2010
26388279077563|1179|2011
28587302324599|1557|2006
28587302324599|1560|2006
28587302324599|1561|2007
28587302324619|1320|2009
28587302324619|1321|2010
28587302324619|1322|2010
28587302324619|1323|2010
28587302331963|963|2010
28587302333061|106|2011
28587302333061|107|2011
30786325581206|933|2009
30786325582904|936|2010
30786325582904|907|2010
30786325583564|793|2003
30786325583564|797|2002
30786325583564|798|2002
30786325586727|1115|2006
32985348833887|914|2006
32985348833887|934|2005
32985348833887|909|2006
32985348834919|544|2009
32985348834919|549|2008
32985348834919|538|2008
32985348835117|826|2009
32985348836848|922|2008
32985348837988|548|2001
32985348837988|539|2002
32985348837988|543|2001
32985348840430|399|2008
32985348840559|675|2009
32985348840559|666|2009
987|864|2005
987|865|2004
1921|368|2009
1921|369|2005
1921|354|2007
1921|1257|2005
2266|1329|2010
4661|544|2004
4661|551|2004
6228|532|2009
6228|534|2009
6228|537|2009
6715|11|2011
8599|863|2009
8877|205|2012
8877|206|2012
8877|207|2012
10935|1328|2004
10935|1345|2005
10935|1234|2005
10935|1343|2005
2199023256609|1540|2007
2199023256609|1542|2009
2199023256609|1544|2007
2199023256609|1546|2009
2199023256609|1550|2008
2199023259507|945|2001
2199023259507|513|2002
2199023259507|515|2001
2199023259507|494|2002
2199023261149|1297|2005
2199023261149|861|2006
4398046511467|369|2007
4398046512201|291|1998
4398046512201|262|1999
4398046512201|281|1999
4398046512759|865|2006
4398046512759|548|2006
4398046512759|549|2006
4398046512759|539|2005
4398046513700|912|2009
4398046513700|937|2010
4398046516316|373|2005
4398046516316|378|2006
4398046517905|1320|2009
4398046520894|369|2007
4398046520894|359|2006
4398046520968|758|2004
6597069766938|758|2007
6597069771814|914|2012
6597069771814|916|2010
6597069771814|936|2009
8796093022368|955|2008
8796093022368|956|2007
8796093022368|958|2007
8796093026350|888|2007
8796093026350|297|2007
8796093026350|121|2007
8796093026350|892|2006
8796093027093|932|2001
8796093027093|920|2007
8796093027093|905|2011
8796093027093|425|2007
8796093029390|545|2004
8796093029390|552|2005
8796093029390|543|2004
8796093031466|1558|2005
8796093031466|1404|2005
8796093032227|0|2003
10995116279629|549|2003
10995116279629|540|2003
10995116279629|541|2003
10995116279780|729|2011
10995116280604|400|2004
10995116280604|399|2005
10995116281407|432|2008
10995116281755|547|2009
10995116281755|551|2009
10995116281755|542|2009
10995116281872|551|2010
10995116281872|542|2008
10995116282207|352|2011
10995116282207|355|2010
10995116282207|349|2010
10995116282207|366|2011
10995116285092|323|2012
10995116285092|326|2009
10995116285092|328|2012
10995116285092|298|2009
10995116285307|1494|2003
10995116285307|1480|2003
10995116286147|549|2009
10995116286147|540|2008
13194139534340|304|2001
13194139534340|551|2003
13194139534340|300|2003
13194139534340|303|2003
13194139535778|87|2011
13194139535778|88|2011
13194139537188|547|2006
13194139538479|913|2006
13194139538479|915|2012
13194139538479|916|2011
13194139538479|938|2008
13194139539153|306|2005
13194139539153|301|2004
13194139539153|303|2005
13194139539406|1174|2001
13194139539406|1176|2000
13194139539406|1180|2006
13194139540297|758|2008
13194139541796|1017|2004
15393162790090|1569|2005
15393162790090|1571|2006
15393162790818|32|2007
15393162790818|22|2008
15393162790818|23|2007
15393162790818|25|2008
15393162790818|28|2007
15393162793684|784|2008
15393162793684|1559|2001
15393162793684|1560|2009
15393162793684|1561|1999
15393162793719|894|2004
15393162794296|176|2006
15393162794296|177|2005
15393162794296|184|2006
15393162794296|143|2005
15393162798798|805|2007
15393162798798|795|2006
15393162798798|780|2009
17592186048961|819|1999
17592186051281|544|1999
17592186051281|549|2000
17592186051281|543|1998
17592186053271|891|1999
17592186053271|893|2001
17592186054170|926|2004
19791209300787|944|2006
19791209300787|948|2010
19791209304685|1552|2009
19791209305122|914|2002
19791209305122|931|2003
19791209305122|921|2002
19791209306618|197|2006
19791209306618|201|2005
19791209306618|202|2006
19791209310670|546|2008
19791209310670|547|2009
19791209310670|539|2009
19791209310670|542|2010
21990232556621|546|2004
21990232556621|552|2005
21990232556621|553|2006
21990232556621|543|2006
21990232559789|769|2006
21990232559789|770|2007
21990232560113|296|2002
21990232565912|47|2011
21990232566487|370|2001
21990232566487|755|2001
21990232566487|839|2001
21990232566487|1354|2000
21990232566487|1563|2001
24189255811817|544|2008
24189255811817|554|2009
24189255811817|541|2007
24189255811817|543|2008
24189255814280|549|2009
24189255814280|553|2009
24189255814280|540|2009
24189255814280|542|2009
24189255814809|550|2010
24189255814809|553|2007
24189255814809|554|2011
24189255814809|539|2011
24189255814809|542|2008
24189255816918|1560|2006
24189255817342|358|2010
24189255817342|360|2009
24189255817342|361|2010
24189255817342|367|2009
24189255819732|546|2005
24189255819732|547|2010
24189255819732|551|2011
24189255819732|540|2008
24189255819732|543|2005
26388279067771|544|2009
26388279067771|550|2008
26388279067771|554|2009
26388279067771|539|2008
26388279073576|768|1999
26388279073576|769|1999
26388279073576|760|1999
26388279073576|764|2000
26388279075551|357|2002
26388279075551|367|2003
26388279076886|932|2004
26388279076886|910|2003
26388279076929|1558|2003
26388279076929|1559|2003
26388279076929|1561|2003
28587302325036|1298|2009
28587302325036|1300|2010
28587302330435|102|2005
28587302330691|838|2003
28587302330691|728|2002
28587302330691|351|2004
28587302332238|560|2002
28587302332238|566|2002
28587302332238|582|2002
28587302332238|567|2002
28587302332238|574|2003
28587302333114|581|2007
28587302333114|570|2006
28587302333114|587|2007
28587302333114|571|2007
28587302333114|558|2008
30786325579940|1558|2003
30786325579940|1559|2004
30786325579940|1560|2002
30786325579940|1561|2002
32985348833931|2|2002
32985348833931|4|2003
32985348833931|5|2003
32985348833931|6|2002
32985348834873|416|2005
32985348834873|435|2005
32985348834873|426|2005
32985348834930|549|2012
32985348834930|554|2011
32985348834930|542|2012
32985348834930|543|2011
32985348838472|480|2009
32985348839699|758|2008
32985348839883|393|2007
32985348840500|568|1999
32985348841964|1152|2003
